time_ms,voltage_mV,input_current_nA,spike
1926.6600000000003,-53.37315442499155,19.42454266179209,0
129.69,-46.04683266454982,20.34401030251108,0
474.62,-40.11064629246054,20.44326506917554,1
835.0300000000001,-63.664610375871995,19.29503756567486,0
295.41,-40.121999095747384,20.140812907263633,1
1276.38,-54.909441195133276,20.145180021170646,0
559.0500000000001,-40.04940304068265,19.66063156231285,1
1768.82,-56.50862978796685,20.349767645297167,0
894.3100000000001,-40.00691033706962,19.89347708276656,1
1068.84,-40.15735133630147,20.091322747612274,1
1264.3500000000001,-48.4518283711069,20.122395312807246,0
228.95000000000002,-62.9532053493909,19.8769548704487,0
1048.7900000000002,-40.121431987214464,19.515439323370682,1
